Name,Accelerator,Align Corners,Batch Size,Cache,Callbacks,Coordinate Mapping,Dataset Dir,Device,Enable Progress Bar,Filter Extent,Hidden Units,Input Layer Out Channels,Intermediate Activation Fn,Interpolation,Kernel Size,Learning Rate,Limit Train Batches,Limit Train Batches,Limit Val Batches,Limit Val Batches,Logger,Max Epochs,Mode,Module Class,Monitor,Normalize,Num Epochs,Num Hidden Layers,Num Samples,Out Units,Radius Search Ignore Query Points,Save Top K,Shuffle,Split,Train Dataloaders,Use Dense Layer For Centers,Val Dataloaders,Window Function,Number Of Params,Number Of Trainable Params,Timestamp,Time This Iter S,Done,Training Iteration,Trial Id,Date,Time Total S,Pid,Hostname,Node Ip,Config,Time Since Restore,Iterations Since Restore,Report On,Train Loss,Train Loss Step,Val Loss,Val Loss Epoch,Train Loss Epoch,Epoch,Step,Should Checkpoint,Val Loss Best
21e80aae_36,gpu,True,2,False,['<utils.callbacks.LogParametersCallback object at 0x7fbca87268c0>'],identity,datasets/data/dam_break_preprocessed/train,cuda,False,0.19341360435200255,44.232168211983435,25.632246284417956,ReLU,linear,3.3224288997489038,0.001035485928644672,1000,1000,250,250,<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbca87267a0>,6,min,<class 'models.cconv.CConvModel'>,val_loss,False,6,1.4288672804933167,100,1,False,1,True,"[0.7, 0.15, 0.15]",<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726920>,True,<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726950>,None,99322,99322,2023-08-07 23:36:57,3.7719943523406982,False,20,21e80aae,2023-08-08_01-36-57,1060.7041864395142,19539,Jakob-PC-N,172.28.195.161,"{'_module_class': ""<class 'models.cconv.CConvModel'>"", '_module_init_config': {'hparams': {'num_epochs': 6, 'num_samples': 100, 'learning_rate': 0.001035485928644, 'batch_size': 2, 'kernel_size': 3.322428899748903, 'num_hidden_layers': 1.428867280493316, 'input_layer_out_channels': 25.632246284417956, 'hidden_units': 44.232168211983435, 'intermediate_activation_fn': 'ReLU', 'interpolation': 'linear', 'window_function': 'None', 'coordinate_mapping': 'identity', 'filter_extent': 0.19341360435200203, 'radius_search_ignore_query_points': False, 'use_dense_layer_for_centers': True, 'out_units': 1, 'align_corners': True, 'normalize': False, 'dataset_dir': 'datasets/data/dam_break_preprocessed/train', 'data_split': [0.7000000000000001, 0.15, 0.15], 'shuffle': True, 'cache': False, 'device': 'cuda', 'limit_train_batches': 1000, 'limit_val_batches': 250}}, '_trainer_init_config': {'max_epochs': 6, 'logger': '<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbad5c38310>', 'accelerator': 'gpu', 'enable_progress_bar': False, 'limit_train_batches': 1000, 'limit_val_batches': 250, 'callbacks': ['<utils.callbacks.LogParametersCallback object at 0x7fbae8c765f0>']}, '_trainer_fit_params': {'train_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fbae8c75060>', 'val_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fbaddda91e0>'}, '_strategy_config': {}, '_model_checkpoint_config': {'monitor': 'val_loss', 'mode': 'min', 'save_top_k': 1}}",1060.7041864395142,20,train_epoch_end,0.376114934682846,0.43383401632308904,0.361431956291198,0.361431956291198,0.376114934682846,5.0,6000.0,True,0.361431956291198
b23a00cb_27,gpu,True,2,False,['<utils.callbacks.LogParametersCallback object at 0x7fbca87268c0>'],identity,datasets/data/dam_break_preprocessed/train,cuda,False,0.14885443669882994,46.66509745889947,22.792209342578808,ReLU,linear,3.0510813523341644,0.004986147759609579,1000,1000,250,250,<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbca87267a0>,6,min,<class 'models.cconv.CConvModel'>,val_loss,False,6,1.809006930793007,100,1,False,1,True,"[0.7, 0.15, 0.15]",<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726920>,True,<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726950>,None,91318,91318,2023-08-07 22:36:39,3.132950782775879,False,20,b23a00cb,2023-08-08_00-36-39,940.8972597122192,17195,Jakob-PC-N,172.28.195.161,"{'_module_class': ""<class 'models.cconv.CConvModel'>"", '_module_init_config': {'hparams': {'num_epochs': 6, 'num_samples': 100, 'learning_rate': 0.0049861477596090005, 'batch_size': 2, 'kernel_size': 3.051081352334164, 'num_hidden_layers': 1.8090069307930072, 'input_layer_out_channels': 22.792209342578808, 'hidden_units': 46.66509745889947, 'intermediate_activation_fn': 'ReLU', 'interpolation': 'linear', 'window_function': 'None', 'coordinate_mapping': 'identity', 'filter_extent': 0.148854436698829, 'radius_search_ignore_query_points': False, 'use_dense_layer_for_centers': True, 'out_units': 1, 'align_corners': True, 'normalize': False, 'dataset_dir': 'datasets/data/dam_break_preprocessed/train', 'data_split': [0.7000000000000001, 0.15, 0.15], 'shuffle': True, 'cache': False, 'device': 'cuda', 'limit_train_batches': 1000, 'limit_val_batches': 250}}, '_trainer_init_config': {'max_epochs': 6, 'logger': '<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbb12915990>', 'accelerator': 'gpu', 'enable_progress_bar': False, 'limit_train_batches': 1000, 'limit_val_batches': 250, 'callbacks': ['<utils.callbacks.LogParametersCallback object at 0x7fbaddda88e0>']}, '_trainer_fit_params': {'train_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fbadddaa020>', 'val_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fbae8c74c70>'}, '_strategy_config': {}, '_model_checkpoint_config': {'monitor': 'val_loss', 'mode': 'min', 'save_top_k': 1}}",940.8972597122192,20,train_epoch_end,0.379148542881011,0.39024096727371205,0.36892071366310103,0.36892071366310103,0.379148542881011,5.0,6000.0,True,0.36892071366310103
e5d392b3_4,gpu,True,2,False,['<utils.callbacks.LogParametersCallback object at 0x7fbca87268c0>'],identity,datasets/data/dam_break_preprocessed/train,cuda,False,0.17615285242347506,30.27022786970405,23.296322368059485,ReLU,linear,3.5579754426081673,0.0018944389615042656,1000,1000,250,250,<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbca87267a0>,6,min,<class 'models.cconv.CConvModel'>,val_loss,False,6,2.099085529881075,100,1,False,1,True,"[0.7, 0.15, 0.15]",<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726920>,True,<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726950>,None,89274,89274,2023-08-07 19:32:47,1.113529205322265,False,20,e5d392b3,2023-08-07_21-32-47,1083.7082877159119,10245,Jakob-PC-N,172.28.195.161,"{'_module_class': ""<class 'models.cconv.CConvModel'>"", '_module_init_config': {'hparams': {'num_epochs': 6, 'num_samples': 100, 'learning_rate': 0.0018944389615040001, 'batch_size': 2, 'kernel_size': 3.557975442608167, 'num_hidden_layers': 2.099085529881075, 'input_layer_out_channels': 23.296322368059485, 'hidden_units': 30.27022786970405, 'intermediate_activation_fn': 'ReLU', 'interpolation': 'linear', 'window_function': 'None', 'coordinate_mapping': 'identity', 'filter_extent': 0.176152852423475, 'radius_search_ignore_query_points': False, 'use_dense_layer_for_centers': True, 'out_units': 1, 'align_corners': True, 'normalize': False, 'dataset_dir': 'datasets/data/dam_break_preprocessed/train', 'data_split': [0.7000000000000001, 0.15, 0.15], 'shuffle': True, 'cache': False, 'device': 'cuda', 'limit_train_batches': 1000, 'limit_val_batches': 250}}, '_trainer_init_config': {'max_epochs': 6, 'logger': '<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbb129169b0>', 'accelerator': 'gpu', 'enable_progress_bar': False, 'limit_train_batches': 1000, 'limit_val_batches': 250, 'callbacks': ['<utils.callbacks.LogParametersCallback object at 0x7fbb129169e0>']}, '_trainer_fit_params': {'train_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fbb12917e50>', 'val_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fbb35e4a770>'}, '_strategy_config': {}, '_model_checkpoint_config': {'monitor': 'val_loss', 'mode': 'min', 'save_top_k': 1}}",1083.7082877159119,20,train_epoch_end,0.373223781585693,0.39721316099166804,0.372279524803161,0.372279524803161,0.373223781585693,5.0,6000.0,True,0.372279524803161
a8feb03e_30,gpu,True,2,False,['<utils.callbacks.LogParametersCallback object at 0x7fbca87268c0>'],identity,datasets/data/dam_break_preprocessed/train,cuda,False,0.20195528284072545,25.980594452239988,15.815819817277745,ReLU,linear,3.793575385958909,0.0011254424325835455,1000,1000,250,250,<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbca87267a0>,6,min,<class 'models.cconv.CConvModel'>,val_loss,False,6,3.9158781879988758,100,1,False,1,True,"[0.7, 0.15, 0.15]",<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726920>,True,<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726950>,None,70712,70712,2023-08-07 22:59:34,3.359100103378296,False,20,a8feb03e,2023-08-08_00-59-34,1341.1685862541199,17903,Jakob-PC-N,172.28.195.161,"{'_module_class': ""<class 'models.cconv.CConvModel'>"", '_module_init_config': {'hparams': {'num_epochs': 6, 'num_samples': 100, 'learning_rate': 0.0011254424325830002, 'batch_size': 2, 'kernel_size': 3.793575385958909, 'num_hidden_layers': 3.9158781879988753, 'input_layer_out_channels': 15.815819817277745, 'hidden_units': 25.980594452239988, 'intermediate_activation_fn': 'ReLU', 'interpolation': 'linear', 'window_function': 'None', 'coordinate_mapping': 'identity', 'filter_extent': 0.201955282840725, 'radius_search_ignore_query_points': False, 'use_dense_layer_for_centers': True, 'out_units': 1, 'align_corners': True, 'normalize': False, 'dataset_dir': 'datasets/data/dam_break_preprocessed/train', 'data_split': [0.7000000000000001, 0.15, 0.15], 'shuffle': True, 'cache': False, 'device': 'cuda', 'limit_train_batches': 1000, 'limit_val_batches': 250}}, '_trainer_init_config': {'max_epochs': 6, 'logger': '<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbaecee34c0>', 'accelerator': 'gpu', 'enable_progress_bar': False, 'limit_train_batches': 1000, 'limit_val_batches': 250, 'callbacks': ['<utils.callbacks.LogParametersCallback object at 0x7fbad5c386a0>']}, '_trainer_fit_params': {'train_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fbad5c3a7a0>', 'val_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fbaf6006230>'}, '_strategy_config': {}, '_model_checkpoint_config': {'monitor': 'val_loss', 'mode': 'min', 'save_top_k': 1}}",1341.1685862541199,20,train_epoch_end,0.40510070323944003,0.43497580289840704,0.372777462005615,0.372777462005615,0.40510070323944003,5.0,6000.0,True,0.372777462005615
c3dfdad5_72,gpu,True,2,False,['<utils.callbacks.LogParametersCallback object at 0x7fbca87268c0>'],identity,datasets/data/dam_break_preprocessed/train,cuda,False,0.16319009704121346,44.37438118009081,9.367625634076248,ReLU,linear,3.6292332209089277,0.0036682302594437353,1000,1000,250,250,<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbca87267a0>,6,min,<class 'models.cconv.CConvModel'>,val_loss,False,6,1.0986825529091557,100,1,False,1,True,"[0.7, 0.15, 0.15]",<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726920>,True,<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726950>,None,36602,36602,2023-08-08 03:44:30,6.461726903915405,False,20,c3dfdad5,2023-08-08_05-44-30,1248.7806162834167,29264,Jakob-PC-N,172.28.195.161,"{'_module_class': ""<class 'models.cconv.CConvModel'>"", '_module_init_config': {'hparams': {'num_epochs': 6, 'num_samples': 100, 'learning_rate': 0.0036682302594430003, 'batch_size': 2, 'kernel_size': 3.629233220908927, 'num_hidden_layers': 1.098682552909155, 'input_layer_out_channels': 9.367625634076248, 'hidden_units': 44.37438118009081, 'intermediate_activation_fn': 'ReLU', 'interpolation': 'linear', 'window_function': 'None', 'coordinate_mapping': 'identity', 'filter_extent': 0.163190097041213, 'radius_search_ignore_query_points': False, 'use_dense_layer_for_centers': True, 'out_units': 1, 'align_corners': True, 'normalize': False, 'dataset_dir': 'datasets/data/dam_break_preprocessed/train', 'data_split': [0.7000000000000001, 0.15, 0.15], 'shuffle': True, 'cache': False, 'device': 'cuda', 'limit_train_batches': 1000, 'limit_val_batches': 250}}, '_trainer_init_config': {'max_epochs': 6, 'logger': '<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbab69270d0>', 'accelerator': 'gpu', 'enable_progress_bar': False, 'limit_train_batches': 1000, 'limit_val_batches': 250, 'callbacks': ['<utils.callbacks.LogParametersCallback object at 0x7fbab6924100>']}, '_trainer_fit_params': {'train_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fbaa0ef3250>', 'val_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fbabb98ace0>'}, '_strategy_config': {}, '_model_checkpoint_config': {'monitor': 'val_loss', 'mode': 'min', 'save_top_k': 1}}",1248.7806162834167,20,train_epoch_end,0.41847980022430403,0.43718099594116205,0.38525131344795205,0.38525131344795205,0.41847980022430403,5.0,6000.0,True,0.38525131344795205
f7299dbb_45,gpu,True,2,False,['<utils.callbacks.LogParametersCallback object at 0x7fbca87268c0>'],identity,datasets/data/dam_break_preprocessed/train,cuda,False,0.14363029990504217,17.73895575728423,23.188322263532662,ReLU,linear,4.743844405932126,0.00023300996002644704,1000,1000,250,250,<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbca87267a0>,6,min,<class 'models.cconv.CConvModel'>,val_loss,False,6,1.827521331634511,100,1,False,1,True,"[0.7, 0.15, 0.15]",<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726920>,True,<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726950>,None,89346,89346,2023-08-08 00:32:41,4.104315757751465,False,20,f7299dbb,2023-08-08_02-32-41,888.2743561267853,21934,Jakob-PC-N,172.28.195.161,"{'_module_class': ""<class 'models.cconv.CConvModel'>"", '_module_init_config': {'hparams': {'num_epochs': 6, 'num_samples': 100, 'learning_rate': 0.00023300996002600003, 'batch_size': 2, 'kernel_size': 4.743844405932126, 'num_hidden_layers': 1.827521331634511, 'input_layer_out_channels': 23.188322263532662, 'hidden_units': 17.73895575728423, 'intermediate_activation_fn': 'ReLU', 'interpolation': 'linear', 'window_function': 'None', 'coordinate_mapping': 'identity', 'filter_extent': 0.143630299905042, 'radius_search_ignore_query_points': False, 'use_dense_layer_for_centers': True, 'out_units': 1, 'align_corners': True, 'normalize': False, 'dataset_dir': 'datasets/data/dam_break_preprocessed/train', 'data_split': [0.7000000000000001, 0.15, 0.15], 'shuffle': True, 'cache': False, 'device': 'cuda', 'limit_train_batches': 1000, 'limit_val_batches': 250}}, '_trainer_init_config': {'max_epochs': 6, 'logger': '<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbabe8ad990>', 'accelerator': 'gpu', 'enable_progress_bar': False, 'limit_train_batches': 1000, 'limit_val_batches': 250, 'callbacks': ['<utils.callbacks.LogParametersCallback object at 0x7fbacde973d0>']}, '_trainer_fit_params': {'train_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fbacde963e0>', 'val_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fbabe8aca90>'}, '_strategy_config': {}, '_model_checkpoint_config': {'monitor': 'val_loss', 'mode': 'min', 'save_top_k': 1}}",888.2743561267853,20,train_epoch_end,0.422523707151412,0.41632106900215105,0.39255517721176103,0.39255517721176103,0.422523707151412,5.0,6000.0,True,0.39255517721176103
7635db14_82,gpu,True,2,False,['<utils.callbacks.LogParametersCallback object at 0x7fbca87268c0>'],identity,datasets/data/dam_break_preprocessed/train,cuda,False,0.20539139788570912,46.23461370796994,25.04727746497163,ReLU,linear,3.610841052458692,0.00038596894499200597,1000,1000,250,250,<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbca87267a0>,6,min,<class 'models.cconv.CConvModel'>,val_loss,False,6,3.6138291975057704,100,1,False,1,True,"[0.7, 0.15, 0.15]",<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726920>,True,<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726950>,None,222262,222262,2023-08-08 05:29:34,6.834704160690308,False,20,7635db14,2023-08-08_07-29-34,1653.5278704166412,32341,Jakob-PC-N,172.28.195.161,"{'_module_class': ""<class 'models.cconv.CConvModel'>"", '_module_init_config': {'hparams': {'num_epochs': 6, 'num_samples': 100, 'learning_rate': 0.000385968944992, 'batch_size': 2, 'kernel_size': 3.6108410524586922, 'num_hidden_layers': 3.61382919750577, 'input_layer_out_channels': 25.04727746497163, 'hidden_units': 46.23461370796994, 'intermediate_activation_fn': 'ReLU', 'interpolation': 'linear', 'window_function': 'None', 'coordinate_mapping': 'identity', 'filter_extent': 0.205391397885709, 'radius_search_ignore_query_points': False, 'use_dense_layer_for_centers': True, 'out_units': 1, 'align_corners': True, 'normalize': False, 'dataset_dir': 'datasets/data/dam_break_preprocessed/train', 'data_split': [0.7000000000000001, 0.15, 0.15], 'shuffle': True, 'cache': False, 'device': 'cuda', 'limit_train_batches': 1000, 'limit_val_batches': 250}}, '_trainer_init_config': {'max_epochs': 6, 'logger': '<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbaa02565f0>', 'accelerator': 'gpu', 'enable_progress_bar': False, 'limit_train_batches': 1000, 'limit_val_batches': 250, 'callbacks': ['<utils.callbacks.LogParametersCallback object at 0x7fbaa0ef3460>']}, '_trainer_fit_params': {'train_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fbaa0ef3f10>', 'val_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fba912efd00>'}, '_strategy_config': {}, '_model_checkpoint_config': {'monitor': 'val_loss', 'mode': 'min', 'save_top_k': 1}}",1653.5278704166412,20,train_epoch_end,0.43074610829353305,0.450703978538513,0.397199809551239,0.397199809551239,0.43074610829353305,5.0,6000.0,True,0.397199809551239
8e76984c_93,gpu,True,2,False,['<utils.callbacks.LogParametersCallback object at 0x7fbca87268c0>'],identity,datasets/data/dam_break_preprocessed/train,cuda,False,0.16824585832196348,20.930281596203475,24.741671933870585,ReLU,linear,4.609090612858998,0.004609331136634855,1000,1000,250,250,<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbca87267a0>,6,min,<class 'models.cconv.CConvModel'>,val_loss,False,6,2.8863888413645746,100,1,False,1,True,"[0.7, 0.15, 0.15]",<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726920>,True,<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726950>,None,133462,133462,2023-08-08 07:01:40,7.494426965713501,False,20,8e76984c,2023-08-08_09-01-40,1137.2405486106873,3211,Jakob-PC-N,172.28.195.161,"{'_module_class': ""<class 'models.cconv.CConvModel'>"", '_module_init_config': {'hparams': {'num_epochs': 6, 'num_samples': 100, 'learning_rate': 0.0046093311366340005, 'batch_size': 2, 'kernel_size': 4.609090612858998, 'num_hidden_layers': 2.886388841364574, 'input_layer_out_channels': 24.741671933870585, 'hidden_units': 20.930281596203475, 'intermediate_activation_fn': 'ReLU', 'interpolation': 'linear', 'window_function': 'None', 'coordinate_mapping': 'identity', 'filter_extent': 0.168245858321963, 'radius_search_ignore_query_points': False, 'use_dense_layer_for_centers': True, 'out_units': 1, 'align_corners': True, 'normalize': False, 'dataset_dir': 'datasets/data/dam_break_preprocessed/train', 'data_split': [0.7000000000000001, 0.15, 0.15], 'shuffle': True, 'cache': False, 'device': 'cuda', 'limit_train_batches': 1000, 'limit_val_batches': 250}}, '_trainer_init_config': {'max_epochs': 6, 'logger': '<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fba78ec5120>', 'accelerator': 'gpu', 'enable_progress_bar': False, 'limit_train_batches': 1000, 'limit_val_batches': 250, 'callbacks': ['<utils.callbacks.LogParametersCallback object at 0x7fba8a69c850>']}, '_trainer_fit_params': {'train_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fba8a69dff0>', 'val_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fba87a322f0>'}, '_strategy_config': {}, '_model_checkpoint_config': {'monitor': 'val_loss', 'mode': 'min', 'save_top_k': 1}}",1137.2405486106873,20,train_epoch_end,0.44108769297599704,0.34304204583168,0.397695004940032,0.397695004940032,0.44108769297599704,5.0,6000.0,True,0.397695004940032
23e2d278_49,gpu,True,2,False,['<utils.callbacks.LogParametersCallback object at 0x7fbca87268c0>'],identity,datasets/data/dam_break_preprocessed/train,cuda,False,0.1811704526532668,47.76033819088934,15.914091370832722,ReLU,linear,3.528283435574037,0.003896999438225396,1000,1000,250,250,<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbca87267a0>,6,min,<class 'models.cconv.CConvModel'>,val_loss,False,6,1.893457753933515,100,1,False,1,True,"[0.7, 0.15, 0.15]",<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726920>,True,<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726950>,None,63992,63992,2023-08-08 01:00:32,5.442482709884643,False,20,23e2d278,2023-08-08_03-00-32,910.640221118927,22990,Jakob-PC-N,172.28.195.161,"{'_module_class': ""<class 'models.cconv.CConvModel'>"", '_module_init_config': {'hparams': {'num_epochs': 6, 'num_samples': 100, 'learning_rate': 0.0038969994382250005, 'batch_size': 2, 'kernel_size': 3.528283435574037, 'num_hidden_layers': 1.8934577539335151, 'input_layer_out_channels': 15.914091370832722, 'hidden_units': 47.76033819088934, 'intermediate_activation_fn': 'ReLU', 'interpolation': 'linear', 'window_function': 'None', 'coordinate_mapping': 'identity', 'filter_extent': 0.181170452653266, 'radius_search_ignore_query_points': False, 'use_dense_layer_for_centers': True, 'out_units': 1, 'align_corners': True, 'normalize': False, 'dataset_dir': 'datasets/data/dam_break_preprocessed/train', 'data_split': [0.7000000000000001, 0.15, 0.15], 'shuffle': True, 'cache': False, 'device': 'cuda', 'limit_train_batches': 1000, 'limit_val_batches': 250}}, '_trainer_init_config': {'max_epochs': 6, 'logger': '<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbacde951b0>', 'accelerator': 'gpu', 'enable_progress_bar': False, 'limit_train_batches': 1000, 'limit_val_batches': 250, 'callbacks': ['<utils.callbacks.LogParametersCallback object at 0x7fbacde95cf0>']}, '_trainer_fit_params': {'train_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fbacde94730>', 'val_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fbacde94310>'}, '_strategy_config': {}, '_model_checkpoint_config': {'monitor': 'val_loss', 'mode': 'min', 'save_top_k': 1}}",910.640221118927,20,train_epoch_end,0.434035927057266,0.46768215298652605,0.409900903701782,0.409900903701782,0.434035927057266,5.0,6000.0,True,0.409900903701782
0bcd50f7_97,gpu,True,2,False,['<utils.callbacks.LogParametersCallback object at 0x7fbca87268c0>'],identity,datasets/data/dam_break_preprocessed/train,cuda,False,0.16171394497643624,61.62382811926849,8.914682015981578,ReLU,linear,3.769583457556419,0.004765933172623421,1000,1000,250,250,<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbca87267a0>,6,min,<class 'models.cconv.CConvModel'>,val_loss,False,6,1.57674161137344,100,1,False,1,True,"[0.7, 0.15, 0.15]",<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726920>,True,<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726950>,None,44616,44616,2023-08-08 07:17:06,7.6457295417785645,False,20,0bcd50f7,2023-08-08_09-17-06,833.2013652324677,4111,Jakob-PC-N,172.28.195.161,"{'_module_class': ""<class 'models.cconv.CConvModel'>"", '_module_init_config': {'hparams': {'num_epochs': 6, 'num_samples': 100, 'learning_rate': 0.004765933172623, 'batch_size': 2, 'kernel_size': 3.7695834575564193, 'num_hidden_layers': 1.57674161137344, 'input_layer_out_channels': 8.914682015981578, 'hidden_units': 61.62382811926849, 'intermediate_activation_fn': 'ReLU', 'interpolation': 'linear', 'window_function': 'None', 'coordinate_mapping': 'identity', 'filter_extent': 0.161713944976436, 'radius_search_ignore_query_points': False, 'use_dense_layer_for_centers': True, 'out_units': 1, 'align_corners': True, 'normalize': False, 'dataset_dir': 'datasets/data/dam_break_preprocessed/train', 'data_split': [0.7000000000000001, 0.15, 0.15], 'shuffle': True, 'cache': False, 'device': 'cuda', 'limit_train_batches': 1000, 'limit_val_batches': 250}}, '_trainer_init_config': {'max_epochs': 6, 'logger': '<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fba78ec70a0>', 'accelerator': 'gpu', 'enable_progress_bar': False, 'limit_train_batches': 1000, 'limit_val_batches': 250, 'callbacks': ['<utils.callbacks.LogParametersCallback object at 0x7fba70de9150>']}, '_trainer_fit_params': {'train_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fba70deb310>', 'val_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fba8a69f250>'}, '_strategy_config': {}, '_model_checkpoint_config': {'monitor': 'val_loss', 'mode': 'min', 'save_top_k': 1}}",833.2013652324677,20,train_epoch_end,0.39973068237304604,0.43698561191558805,0.41053485870361306,0.41053485870361306,0.39973068237304604,5.0,6000.0,True,0.390932708978652
8e09d8b1_80,gpu,True,2,False,['<utils.callbacks.LogParametersCallback object at 0x7fbca87268c0>'],identity,datasets/data/dam_break_preprocessed/train,cuda,False,0.16961577110178586,28.0043240948956,19.90570824190432,ReLU,linear,5.481030715477818,0.005767327176029707,1000,1000,250,250,<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fbca87267a0>,6,min,<class 'models.cconv.CConvModel'>,val_loss,False,6,3.782424293227671,100,1,False,1,True,"[0.7, 0.15, 0.15]",<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726920>,True,<torch.utils.data.dataloader.DataLoader object at 0x7fbca8726950>,None,421514,421514,2023-08-08 05:09:34,7.153704404830933,False,20,8e09d8b1,2023-08-08_07-09-34,1688.4181354045868,31710,Jakob-PC-N,172.28.195.161,"{'_module_class': ""<class 'models.cconv.CConvModel'>"", '_module_init_config': {'hparams': {'num_epochs': 6, 'num_samples': 100, 'learning_rate': 0.0057673271760290004, 'batch_size': 2, 'kernel_size': 5.481030715477818, 'num_hidden_layers': 3.7824242932276713, 'input_layer_out_channels': 19.90570824190432, 'hidden_units': 28.0043240948956, 'intermediate_activation_fn': 'ReLU', 'interpolation': 'linear', 'window_function': 'None', 'coordinate_mapping': 'identity', 'filter_extent': 0.16961577110178502, 'radius_search_ignore_query_points': False, 'use_dense_layer_for_centers': True, 'out_units': 1, 'align_corners': True, 'normalize': False, 'dataset_dir': 'datasets/data/dam_break_preprocessed/train', 'data_split': [0.7000000000000001, 0.15, 0.15], 'shuffle': True, 'cache': False, 'device': 'cuda', 'limit_train_batches': 1000, 'limit_val_batches': 250}}, '_trainer_init_config': {'max_epochs': 6, 'logger': '<pytorch_lightning.loggers.tensorboard.TensorBoardLogger object at 0x7fba8a69d7e0>', 'accelerator': 'gpu', 'enable_progress_bar': False, 'limit_train_batches': 1000, 'limit_val_batches': 250, 'callbacks': ['<utils.callbacks.LogParametersCallback object at 0x7fba8a69d210>']}, '_trainer_fit_params': {'train_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fba8a69d9c0>', 'val_dataloaders': '<torch.utils.data.dataloader.DataLoader object at 0x7fba8a69faf0>'}, '_strategy_config': {}, '_model_checkpoint_config': {'monitor': 'val_loss', 'mode': 'min', 'save_top_k': 1}}",1688.4181354045868,20,train_epoch_end,0.432450354099273,0.399957627058029,0.41186547279357905,0.41186547279357905,0.432450354099273,5.0,6000.0,True,0.41186547279357905
